0,4.1765523
1,3.72432375
2,3.71531892
3,3.70887065
4,3.70368147
5,3.69910288
6,3.69486761
7,3.69121408
8,3.68775153
9,3.68459415
10,3.68152261
11,3.67869925
12,3.67636228
13,3.67378664
14,3.6716404
15,3.66957998
16,3.66743374
17,3.66564989
18,3.66388535
19,3.66215873
20,3.66048002
21,3.65909672
22,3.6577518
23,3.65638781
24,3.65508103
25,3.65382171
26,3.65286779
27,3.65183783
28,3.65074062
29,3.64972949
30,3.64881396
31,3.64813662
32,3.64708734
33,3.64650559
34,3.64571381
35,3.64507461
36,3.64445472
37,3.64370108
38,3.64319539
39,3.6424706
40,3.64208889
41,3.64161205
42,3.64114451
43,3.64073443
44,3.64021945
45,3.63989496
46,3.63950396
47,3.63912249
48,3.63865495
49,3.63834023
50,3.63812089
51,3.63780594
52,3.63762474
53,3.63735771
54,3.63700485
55,3.63687134
56,3.63663268
57,3.63641334
58,3.63625121
59,3.63607001
60,3.63590789
61,3.63580298
62,3.63559294
63,3.63552618
64,3.63548803
65,3.63533545
66,3.63517332
67,3.63517332
68,3.63509703
69,3.63480115
70,3.63490629
71,3.63482046
72,3.63468671
73,3.63471532
74,3.63456273
75,3.63454366
76,3.63451505
77,3.63457227
78,3.63440061
79,3.634372
80,3.63435292
81,3.63436246
82,3.63441014
83,3.63435292
84,3.63424802
85,3.63422894
86,3.63426709
87,3.63430524
88,3.63431478
89,3.63408589
90,3.63416219
91,3.63428617
92,3.63415265
93,3.63416219
94,3.63404775
95,3.63422894
96,3.63407636
97,3.63413358
98,3.6340096
99,3.6340096
100,3.63406682
101,3.63414311
102,3.63394284
103,3.63405728
104,3.63378072
105,3.63386655
106,3.63394284
107,3.63375211
108,3.63375211
109,3.63374233
110,3.63369489
111,3.63361835
112,3.6336565
113,3.63349438
114,3.63343716
115,3.63343716
116,3.63341808
117,3.63336086
118,3.63328457
119,3.63317966
120,3.63319874
121,3.63311291
122,3.63306522
123,3.63282681
124,3.63277912
125,3.63265514
126,3.632617
127,3.63255
128,3.63258815
129,3.63233066
130,3.6321876
131,3.63217807
132,3.63206363
133,3.63196826
134,3.63183475
135,3.63174891
136,3.6316154
137,3.63143396
138,3.63130045
139,3.63123369
140,3.6309762
141,3.63081408
142,3.630795
143,3.63059473
144,3.63045144
145,3.63022256
146,3.63011765
147,3.62991738
148,3.62974572
149,3.62951684
150,3.6293354
151,3.62925911
152,3.62902069
153,3.62889671
154,3.62855339
155,3.62848663
156,3.6283052
157,3.62801909
158,3.62784743
159,3.62770438
160,3.62750411
161,3.62725592
162,3.62703657
163,3.62681723
164,3.62674093
165,3.62634993
166,3.62621617
167,3.62588239
168,3.62570119
169,3.62545323
170,3.62516713
171,3.62492847
172,3.62469006
173,3.62445164
174,3.62430859
175,3.6239078
176,3.62376475
177,3.62347865
178,3.62330699
179,3.62297297
180,3.62262964
181,3.622334
182,3.62213373
183,3.62179017
184,3.62155175
185,3.62124658
186,3.62098908
187,3.62074089
188,3.62045479
189,3.620121
190,3.61977744
191,3.61949134
192,3.61931014
193,3.61895728
194,3.61858511
195,3.61830854
196,3.61795568
197,3.61764073
198,3.6172688
199,3.6169827
200,3.61677289
201,3.61635303
202,3.61613369
203,3.61579037
204,3.6154182
205,3.61502719
206,3.61457896
207,3.61443567
208,3.61414003
209,3.61372995
210,3.61333871
211,3.61292863
212,3.61267114
213,3.61221313
214,3.61200333
215,3.6117363
216,3.61123061
217,3.61095405
218,3.61067748
219,3.61021948
220,3.60988569
221,3.60942793
222,3.60911298
223,3.60865521
224,3.60829282
225,3.6079874
226,3.60761547
227,3.60725307
228,3.60687137
229,3.60654712
230,3.60611796
231,3.60561228
232,3.6052022
233,3.60489678
234,3.6044867
235,3.60403848
236,3.6037426
237,3.60328484
238,3.60290337
239,3.60246444
240,3.60202575
241,3.60173941
242,3.6012435
243,3.60081434
244,3.60050893
245,3.6000607
246,3.59981275
247,3.59925938
248,3.59876347
249,3.59841037
250,3.59805751
251,3.59760928
252,3.5971036
253,3.59685564
254,3.5962832
255,3.59585404
256,3.59546304
257,3.59510994
258,3.5946331
259,3.59435654
260,3.59379363
261,3.59339309
262,3.59298277
263,3.59251547
264,3.59210515
265,3.591676
266,3.59126592
267,3.59066486
268,3.59036922
269,3.58989215
270,3.58947253
271,3.58890986
272,3.58860445
273,3.58807993
274,3.58755517
275,3.58712602
276,3.58678269
277,3.58632469
278,3.58595276
279,3.5853231
280,3.58497024
281,3.58448362
282,3.58397818
283,3.58353925
284,3.58307195
285,3.58264279
286,3.58226109
287,3.58167934
288,3.58135486
289,3.5808208
290,3.5803535
291,3.57980967
292,3.57940912
293,3.57884622
294,3.57849336
295,3.57788277
296,3.57752991
297,3.57702422
298,3.5764997
299,3.57615638
300,3.5757556
301,3.57507849
302,3.57468724
303,3.57411504
304,3.57351398
305,3.57315159
306,3.57277942
307,3.5722549
308,3.57179689
309,3.57140589
310,3.57076669
311,3.57028985
312,3.5698607
313,3.56937408
314,3.56900215
315,3.56842017
316,3.56790519
317,3.56749487
